temperature,humidity,pressure,time_since_last,cluster
75.27,47.33,1011.27,1.5538477897644043,0
75.25,47.33,1011.3,1.5132410526275637,0
75.25,47.4,1011.27,1.539043664932251,0
75.33,53.21,1011.24,1.527265548706055,0
75.33,50.81,1011.25,1.2365033626556396,0
75.33,49.06,1011.26,1.5319361686706543,0
75.34,48.81,1011.28,1.5447752475738523,0
75.33,48.51,1011.25,1.5415143966674805,0
75.33,48.21,1011.28,1.523653268814087,0
75.33,47.93,1011.26,1.5390498638153076,0
75.31,47.75,1011.25,1.540210247039795,0
75.29,47.59,1011.28,1.5300204753875732,0
75.29,47.5,1011.26,1.5358362197875977,0
75.29,47.46,1011.25,1.2316005229949951,0
75.27,47.47,1011.27,1.5493712425231934,0
75.27,47.45,1011.28,1.5265288352966309,0
75.25,47.41,1011.32,1.5404400825500488,0
75.24,47.4,1011.31,1.524651288986206,0
75.25,47.42,1011.31,1.5365309715270996,0
75.25,47.44,1011.27,1.5412976741790771,0
75.24,47.42,1011.3,1.525287389755249,0
75.25,47.3,1011.3,6.5537872314453125,0
75.27,47.28,1011.3,0.0463173389434814,0
75.27,47.28,1011.3,0.0391621589660644,0
75.25,47.27,1011.27,0.0454955101013183,0
75.29,47.33,1011.27,0.698646068572998,0
75.29,47.3,1011.27,1.5287175178527832,0
75.29,47.28,1011.28,1.5530407428741455,0
75.29,47.26,1011.31,1.5323421955108645,0
75.29,47.22,1011.29,1.520092487335205,0
75.31,47.22,1011.27,1.237990140914917,0
75.31,47.18,1011.25,1.5371029376983645,0
75.31,47.2,1011.27,1.55104660987854,0
75.31,47.22,1011.27,1.515084743499756,0
75.29,47.22,1011.25,1.5345821380615234,0
75.29,47.22,1011.25,1.537046194076538,0
75.29,47.19,1011.26,1.5432026386260986,0
75.27,47.1,1011.29,1.5297276973724363,0
75.27,47.05,1011.25,1.219163417816162,0
75.25,46.97,1011.26,1.5417695045471191,0
75.25,47.06,1011.27,1.5456016063690186,0
75.24,47.15,1011.27,1.535137414932251,0
75.24,47.1,1011.27,1.5344421863555908,0
75.24,47.07,1011.26,1.539733648300171,0
75.22,47.04,1011.27,1.5324385166168213,0
75.22,47.03,1011.33,1.5518248081207275,0
75.22,47.06,1011.32,1.5128657817840576,0
75.22,47.04,1011.25,1.2355165481567385,0
75.22,47.0,1011.28,1.533436298370361,0
75.22,46.96,1011.29,2.4584202766418457,0
75.2,46.94,1011.29,0.9189331531524658,0
75.2,46.94,1011.29,2.166624069213867,0
75.2,46.92,1011.28,0.908991813659668,0
75.2,46.96,1011.3,2.149991273880005,0
75.18,46.99,1011.28,0.941253662109375,0
75.18,47.01,1011.29,1.826300382614136,0
75.2,47.04,1011.3,1.2558739185333252,0
75.16,47.13,1011.29,1.8102829456329343,0
75.18,47.13,1011.29,0.9252593517303468,0
75.16,47.01,1011.27,2.154017210006714,0
75.16,46.95,1011.29,0.9270062446594238,0
75.16,47.05,1011.24,2.1535332202911377,0
75.18,47.07,1011.24,0.905081033706665,0
75.16,47.1,1011.27,1.847698450088501,0
75.16,47.09,1011.26,1.2262041568756104,0
75.16,47.11,1011.28,1.8430371284484863,0
75.15,47.13,1011.28,0.924353837966919,0
75.13,47.15,1011.25,1.2337465286254885,0
75.27,47.13,1011.26,9.521056890487673,0
72.64,40.28,1010.71,0.0,1
72.66,40.33,1010.65,0.0362868309020996,1
72.66,40.33,1010.65,0.0256924629211425,1
72.66,40.33,1010.65,0.0251076221466064,1
72.66,40.33,1010.65,0.0247361660003662,1
72.64,40.35,1010.65,0.0306537151336669,1
72.64,40.35,1010.65,0.0276248455047607,1
72.64,40.33,1010.68,0.0580332279205322,1
72.64,40.33,1010.68,0.0437867641448974,1
72.64,40.33,1010.68,0.0419237613677978,1
72.64,40.33,1010.67,0.047595739364624,1
72.64,40.33,1010.67,0.0433120727539062,1
72.64,40.31,1010.68,0.0590064525604248,1
72.64,40.31,1010.68,0.0438086986541748,1
72.64,40.29,1010.63,0.0468277931213378,1
72.64,40.29,1010.63,0.0467226505279541,1
72.64,40.35,1010.66,0.0491549968719482,1
72.64,40.35,1010.66,0.0464949607849121,1
72.66,40.3,1010.67,0.5020909309387207,1
72.66,40.26,1010.65,1.5166780948638916,1
72.64,40.27,1010.62,1.545802116394043,1
72.66,40.35,1010.65,1.5307738780975342,1
72.66,40.35,1010.67,1.5467514991760254,1
72.68,40.35,1010.62,1.5110673904418943,1
72.7,40.35,1010.63,1.5537054538726809,1
72.73,40.41,1010.66,1.2149543762207031,1
72.73,40.51,1010.62,1.5422556400299072,1
72.57,41.08,1010.56,1.5284545421600342,1
72.55,41.05,1010.53,1.2386889457702637,1
72.55,41.07,1010.59,1.538257122039795,1
72.66,41.14,1010.54,1.5489041805267334,1
72.7,41.14,1010.55,1.5166113376617432,1
72.7,41.14,1010.53,1.5432898998260498,1
72.7,41.22,1010.51,1.2230710983276367,1
72.7,41.26,1010.51,1.5397417545318604,1
72.72,41.26,1010.54,1.5353941917419434,1
72.72,41.18,1010.55,1.541539192199707,1
72.72,41.31,1010.57,1.528006076812744,1
72.73,41.39,1010.59,1.539431095123291,1
72.72,41.43,1010.58,1.5341477394104004,1
72.72,41.53,1010.55,1.539567232131958,1
72.73,42.07,1010.56,1.2359774112701416,1
72.73,42.96,1010.6,1.5308969020843506,1
72.75,42.75,1010.59,1.5531957149505615,1
72.75,42.21,1010.58,1.525040626525879,1
72.77,42.03,1010.57,1.5345606803894043,1
72.77,41.63,1010.59,1.5324280261993408,1
72.77,41.73,1010.6,1.5309488773345947,1
72.79,41.87,1010.57,1.5291705131530762,1
72.81,41.7,1010.59,1.542816400527954,1
72.81,41.62,1010.58,1.22576642036438,1
72.81,41.59,1010.55,1.5374140739440918,1
72.84,41.54,1010.57,1.642033576965332,1
72.84,41.49,1010.55,1.437591552734375,1
72.84,41.49,1010.56,1.5705397129058838,1
72.86,41.5,1010.59,1.504934787750244,1
72.88,41.53,1010.57,1.5275962352752686,1
72.9,41.53,1010.58,1.230548620223999,1
72.91,41.54,1010.58,1.5353238582611084,1
72.95,41.52,1010.59,1.5312108993530271,1
72.95,41.5,1010.6,1.5450656414031982,1
72.97,41.86,1010.6,1.5312073230743408,1
72.97,42.49,1010.62,1.5467514991760254,1
73.0,42.34,1010.6,1.527256727218628,1
73.04,42.19,1010.58,1.333991289138794,1
73.06,42.2,1010.57,1.7471160888671875,1
73.09,42.07,1010.58,1.5266594886779783,1
73.13,41.98,1010.59,1.2290518283843994,1
73.15,41.97,1010.53,1.5395395755767822,1
73.17,41.88,1010.56,1.5395145416259766,1
73.17,41.73,1010.54,1.53511643409729,1
73.18,41.71,1010.57,1.5286750793457031,1
73.18,41.71,1010.56,1.5525634288787842,1
73.18,41.66,1010.58,1.5211033821105957,1
73.18,41.69,1010.54,1.2390835285186768,1
73.18,41.64,1010.58,1.5271623134613037,1
73.18,41.61,1010.53,1.5358209609985352,1
73.2,41.58,1010.54,1.5302884578704834,1
73.2,41.59,1010.54,1.545748233795166,1
73.2,41.61,1010.53,1.5326991081237793,1
73.2,41.61,1010.53,1.535741090774536,1
73.2,41.59,1010.53,1.538083791732788,1
73.2,41.6,1010.57,1.5452144145965576,1
73.22,41.58,1010.55,1.61405348777771,1
73.22,41.58,1010.53,1.1366856098175049,1
73.22,41.52,1010.55,1.5516979694366455,1
73.22,41.47,1010.51,1.5237383842468262,1
73.22,41.42,1010.51,1.5479087829589844,1
73.22,41.31,1010.56,1.529284954071045,1
73.18,41.19,1010.52,6.577007532119751,1
73.18,41.19,1010.52,0.0531563758850097,1
73.18,41.15,1010.55,0.0498316287994384,1
73.18,41.15,1010.55,0.0398147106170654,1
73.18,41.21,1010.54,0.8676774501800537,1
73.18,41.3,1010.52,1.310312032699585,1
73.17,41.37,1010.54,1.552532196044922,1
73.17,41.49,1010.47,1.5216429233551023,1
73.17,41.58,1010.46,1.564598798751831,1
73.17,41.44,1010.52,1.508044719696045,1
73.2,41.39,1010.48,1.5325398445129397,1
73.18,41.39,1010.48,1.527146339416504,1
73.18,41.39,1010.5,1.3542897701263428,1
73.2,41.39,1010.47,1.428621768951416,1
73.24,41.37,1010.49,1.5304286479949951,1
73.24,41.36,1010.49,1.5456593036651611,1
73.26,41.48,1010.54,1.5384845733642578,1
73.27,41.52,1010.52,1.5254738330841064,1
73.29,41.56,1010.52,1.5316362380981443,1
73.31,41.71,1010.49,1.5317330360412598,1
73.31,41.65,1010.53,1.2460858821868896,1
73.33,41.54,1010.51,1.5649125576019287,1
73.33,41.54,1010.53,1.5029220581054688,1
73.31,41.47,1010.53,1.5408177375793457,1
73.31,41.47,1010.51,1.550276756286621,1
73.31,41.5,1010.5,1.5522778034210205,1
73.29,41.51,1010.46,1.492121934890747,1
73.29,41.54,1010.5,1.5435259342193604,1
73.29,41.51,1010.5,1.5222997665405271,1
73.62,45.23,1010.53,16.67556619644165,1
73.63,45.08,1010.56,0.0674273967742919,1
73.6,45.05,1010.53,0.0973169803619384,1
73.62,44.94,1010.54,0.1399171352386474,1
73.63,44.82,1010.53,0.0929737091064453,1
73.62,44.75,1010.55,0.068122386932373,1
73.62,44.69,1010.52,0.1030416488647461,1
73.62,44.69,1010.52,0.0592358112335205,1
73.62,44.65,1010.52,0.0610105991363525,1
73.62,44.56,1010.53,0.0611212253570556,1
73.62,44.56,1010.53,0.0396547317504882,1
73.62,44.25,1010.53,0.3719239234924316,1
73.63,43.48,1010.54,1.535538673400879,1
73.63,42.77,1010.58,1.5531392097473145,1
73.63,42.42,1010.56,1.5132577419281006,1
73.63,42.25,1010.58,1.5646467208862305,1
73.63,42.44,1010.55,1.5098466873168943,1
73.62,42.13,1010.56,2.147063732147217,1
73.6,41.99,1010.57,0.9275243282318116,1
73.6,41.94,1010.54,2.1376888751983643,1
73.6,41.91,1010.54,0.9272565841674804,1
73.58,41.94,1010.54,2.156938076019287,1
73.58,41.9,1010.51,0.9049389362335204,1
73.56,41.83,1010.53,1.8598885536193848,1
73.56,41.81,1010.54,1.0382492542266846,1
73.54,41.79,1010.55,2.035436153411865,1
73.63,41.61,1010.51,6.237921476364136,1
73.63,41.61,1010.51,0.0550007820129394,1
73.62,41.6,1010.53,0.0715367794036865,1
73.62,41.6,1010.53,0.0477712154388427,1
73.62,41.58,1010.51,0.7110927104949951,1
73.62,41.52,1010.53,1.165825366973877,1
72.95,41.53,1010.33,0.0,1
72.95,41.5,1010.35,1.4424686431884766,1
72.97,41.47,1010.36,1.5159897804260254,1
72.97,41.43,1010.39,1.5473544597625732,1
72.97,41.44,1010.39,1.5247268676757812,1
72.97,41.49,1010.35,1.532773494720459,1
72.95,41.53,1010.37,1.5495119094848633,1
72.95,41.55,1010.4,1.3228421211242676,1
72.93,41.55,1010.4,1.4310023784637451,1
72.91,41.59,1010.36,1.5393197536468506,1
72.9,41.58,1010.37,1.5311806201934814,1
72.88,41.57,1010.37,1.5558311939239502,1
72.84,41.89,1010.25,0.0,1
72.81,41.98,1010.26,1.5365135669708252,1
72.81,42.06,1010.24,1.541579008102417,1
72.81,42.15,1010.22,1.3258633613586426,1
72.79,42.23,1010.23,1.5714175701141355,1
72.79,42.2,1010.26,1.7033195495605469,1
72.79,42.23,1010.24,1.319216251373291,1
72.79,42.24,1010.26,1.4454631805419922,1
72.77,42.22,1010.23,1.5247716903686523,1
72.77,42.26,1010.26,1.5397109985351562,1
72.77,42.34,1010.22,1.533733367919922,1
72.75,42.38,1010.26,1.3348731994628906,1
72.77,42.39,1010.22,1.7385532855987549,1
72.77,42.4,1010.22,1.5317764282226562,1
72.77,42.4,1010.22,1.243379831314087,1
72.77,42.38,1010.24,1.524097919464111,1
72.77,42.33,1010.23,1.5454199314117432,1
72.77,42.32,1010.23,1.534362554550171,1
72.75,42.32,1010.22,1.5373353958129885,1
72.75,42.36,1010.25,1.5248360633850098,1
72.73,42.26,1010.23,1.5403852462768557,1
72.73,42.2,1010.28,1.4796743392944336,1
72.72,42.18,1010.25,1.588097333908081,1
72.7,42.21,1010.26,1.223341941833496,1
72.72,42.21,1010.29,1.542830228805542,1
72.72,42.28,1010.27,1.5337576866149902,1
72.72,42.33,1010.28,1.547325849533081,1
72.72,42.37,1010.29,1.5215120315551758,1
72.72,42.36,1010.26,1.540841817855835,1
72.72,42.32,1010.26,1.5432424545288086,1
72.73,42.33,1010.26,1.515676975250244,1
72.72,42.34,1010.25,1.2407243251800537,1
72.72,42.33,1010.29,1.535614013671875,1
72.73,42.3,1010.27,1.5476553440093994,1
72.73,42.38,1010.24,1.528357982635498,1
72.73,42.46,1010.24,1.5419998168945312,1
72.73,42.54,1010.24,1.532542705535889,1
72.75,42.53,1010.26,1.5258572101593018,1
72.75,42.51,1010.23,1.5395290851593018,1
72.77,42.46,1010.23,1.426276922225952,1
72.77,42.45,1010.24,1.3414936065673828,1
72.82,42.47,1010.28,1.5368034839630127,1
72.82,42.23,1010.25,1.648341178894043,1
72.84,42.2,1010.24,1.6319198608398438,1
72.86,42.18,1010.26,1.4203033447265625,1
72.88,42.18,1010.26,1.2320966720581057,1
72.9,42.35,1010.26,1.5477409362792969,1
72.91,42.43,1010.26,1.5555951595306396,1
72.91,42.37,1010.25,1.5115540027618408,1
72.91,42.36,1010.26,1.5360445976257324,1
72.91,42.39,1010.25,1.5385589599609375,1
72.91,42.46,1010.27,1.545614242553711,1
72.91,42.44,1010.27,1.5254969596862793,1
72.91,42.43,1010.26,1.521716833114624,1
72.91,42.39,1010.23,1.4669468402862549,1
72.91,42.36,1010.24,1.3130159378051758,1
72.93,42.34,1010.22,1.536799430847168,1
72.91,42.32,1010.24,1.6527528762817385,1
72.93,42.32,1010.23,1.3028998374938965,1
72.91,42.32,1010.24,1.7505686283111572,1
72.93,42.31,1010.22,1.2163612842559814,1
72.99,42.3,1010.21,1.550401210784912,1
72.97,42.31,1010.24,1.5387160778045654,1
72.97,42.32,1010.25,1.5442416667938232,1
72.99,42.32,1010.25,1.536884307861328,1
72.99,42.35,1010.26,1.5224478244781494,1
73.02,42.36,1010.24,1.5361297130584717,1
73.04,42.37,1010.25,1.5400893688201904,1
73.04,42.37,1010.28,1.2280681133270264,1
73.04,42.38,1010.26,1.5428681373596191,1
73.04,42.43,1010.3,1.5320887565612793,1
73.06,42.4,1010.29,1.6269893646240234,1
73.08,42.39,1010.28,1.543827772140503,1
73.09,42.38,1010.27,1.5318078994750977,1
73.13,42.36,1010.26,1.2450125217437744,1
73.13,42.34,1010.27,1.520918846130371,1
73.15,42.33,1010.26,1.5519013404846191,1
73.18,42.3,1010.27,1.6239218711853027,1
73.17,43.11,1010.23,1.4234802722930908,1
73.2,44.89,1010.27,1.5780882835388184,1
73.2,44.91,1010.28,1.4971716403961182,1
73.22,44.81,1010.24,1.5684161186218262,1
73.24,45.16,1010.27,1.2035799026489258,1
73.24,45.02,1010.26,1.5484397411346436,1
73.24,44.38,1010.25,1.5217714309692385,1
73.27,44.12,1010.28,1.6721076965332031,1
73.29,42.38,1009.91,0.0,1
73.27,42.26,1009.9,1.5351228713989258,1
73.26,42.21,1009.91,1.5444464683532717,1
73.27,42.16,1009.87,6.533474922180176,1
73.27,42.17,1009.91,0.0464167594909668,1
73.27,42.17,1009.91,0.0341701507568359,1
73.27,42.17,1009.91,0.0491516590118408,1
73.26,42.15,1009.9,0.6922965049743652,1
73.26,42.12,1009.88,1.5511422157287598,1
73.24,41.99,1009.86,1.521388292312622,1
73.24,41.84,1009.86,1.5392231941223145,1
73.22,41.69,1009.89,1.5329031944274902,1
73.2,41.82,1009.92,1.5352613925933838,1
73.2,41.92,1009.93,1.2220280170440674,1
73.2,41.95,1009.9,1.5496265888214111,1
73.2,42.04,1009.92,1.5282633304595947,1
73.18,42.1,1009.89,1.5357508659362793,1
73.18,42.12,1009.91,1.5381650924682615,1
73.17,42.15,1009.9,1.534306287765503,1
73.17,42.16,1009.92,1.5391488075256348,1
73.15,42.17,1009.89,1.5321190357208252,1
73.15,42.18,1009.93,1.5325250625610352,1
73.15,42.18,1009.91,1.2321195602416992,1
73.15,42.17,1009.92,1.5765714645385742,1
73.17,42.15,1009.91,1.5030195713043213,1
73.2,42.14,1009.93,1.539597749710083,1
73.2,42.13,1009.9,1.5233166217803955,1
73.24,42.1,1009.91,1.539757251739502,1
73.22,42.06,1009.93,1.5348811149597168,1
73.2,42.03,1009.93,1.258422613143921,1
73.18,42.02,1009.91,1.5115675926208496,1
73.18,42.03,1009.92,1.532914161682129,1
73.18,42.04,1009.98,1.545569896697998,1
73.17,42.05,1009.92,1.5311846733093262,1
73.15,42.03,1009.89,1.5359270572662354,1
73.13,42.04,1009.95,1.531418800354004,1
73.11,42.04,1009.93,1.5448637008666992,1
73.09,41.73,1009.94,1.5240120887756348,1
73.08,41.66,1009.92,1.536545991897583,1
73.08,41.65,1009.93,1.2319416999816897,1
73.08,41.69,1009.92,1.5374436378479004,1
73.08,41.64,1009.93,1.5296931266784668,1
73.08,41.6,1009.94,1.542304515838623,1
73.08,41.64,1009.92,1.5335485935211182,1
73.08,41.66,1009.91,1.5405230522155762,1
73.04,41.72,1009.91,6.535651206970215,1
73.06,41.74,1009.91,0.0352675914764404,1
73.06,41.74,1009.91,0.0444376468658447,1
73.04,41.73,1009.9,0.0366559028625488,1
73.04,41.73,1009.92,0.7209529876708984,1
73.04,41.76,1009.92,1.5363101959228516,1
73.04,41.87,1009.98,1.542189598083496,1
73.02,42.08,1009.92,1.5236477851867676,1
73.04,42.13,1009.89,1.542309045791626,1
73.04,42.18,1009.92,1.5328726768493652,1
73.04,42.21,1009.92,1.5308616161346436,1
73.04,42.23,1009.91,1.233086109161377,1
73.04,42.23,1009.93,1.5396714210510254,1
73.08,42.22,1009.92,1.527601718902588,1
73.06,42.24,1009.93,1.54469895362854,1
73.08,42.26,1009.95,1.5311520099639893,1
73.06,42.27,1009.93,1.541459560394287,1
73.04,42.28,1009.92,1.532973289489746,1
73.02,42.28,1009.94,1.5264959335327148,1
73.04,42.29,1009.96,1.2416329383850098,1
73.02,42.27,1009.95,1.52770733833313,1
73.04,42.28,1009.94,1.5394566059112549,1
73.06,42.25,1009.95,1.5419070720672607,1
73.06,42.27,1009.94,1.5363221168518066,1
73.06,42.25,1009.93,1.5447056293487549,1
73.08,42.24,1009.96,1.5211803913116455,1
73.08,42.2,1009.95,1.541290044784546,1
73.08,42.16,1009.93,1.524421453475952,1
73.08,42.18,1009.96,1.2376930713653564,1
73.08,42.18,1009.95,1.530440330505371,1
73.11,42.15,1009.92,1.549210548400879,1
73.15,42.14,1009.95,1.5291459560394287,1
73.15,42.13,1009.98,1.5396699905395508,1
73.15,42.11,1009.97,1.5256433486938477,1
73.18,42.09,1009.95,1.5400559902191162,1
73.18,42.08,1010.0,1.5403437614440918,1
73.17,42.08,1009.95,1.231180191040039,1
73.17,42.08,1009.97,1.5428900718688965,1
73.15,42.03,1009.97,1.522306203842163,1
73.13,42.01,1009.98,1.5355145931243896,1
73.13,42.06,1009.98,1.5364046096801758,1
73.11,42.1,1009.99,1.535224437713623,1
73.11,42.12,1009.96,1.5358901023864746,1
73.13,42.12,1009.97,1.538268804550171,1
73.13,42.11,1009.97,1.531973123550415,1
73.15,42.11,1009.97,1.2379868030548096,1
73.13,42.12,1009.96,1.529944658279419,1
73.13,42.11,1009.94,1.5425963401794434,1
73.11,42.09,1009.94,1.5381693840026855,1
73.11,42.12,1009.94,1.5325303077697754,1
73.09,42.12,1009.94,1.5707614421844482,1
73.08,42.13,1009.92,1.495474338531494,1
73.06,42.22,1009.92,6.545816421508789,1
73.04,42.22,1009.94,0.0403571128845214,1
73.04,42.22,1009.94,0.0346786975860595,1
73.04,42.25,1009.94,0.0344130992889404,1
73.04,42.25,1009.92,0.718111515045166,1
73.02,42.28,1009.92,1.5391881465911863,1
73.02,42.3,1009.91,1.5493063926696775,1
73.0,42.29,1009.9,1.529101848602295,1
72.99,42.29,1009.88,1.5316462516784668,1
72.99,42.31,1009.92,1.5250089168548584,1
72.99,42.31,1009.91,1.2349157333374023,1
72.99,42.32,1009.91,1.538525104522705,1
72.97,42.3,1009.91,1.5354273319244385,1
72.99,42.3,1009.9,1.5450258255004885,1
72.99,42.31,1009.88,1.526958703994751,1
72.99,42.33,1009.91,1.5524394512176514,1
72.97,42.33,1009.88,1.5221571922302246,1
72.99,42.34,1009.92,1.5298337936401367,1
72.97,42.36,1009.89,1.538750410079956,1
72.97,42.36,1009.88,1.23388409614563,1
72.97,42.36,1009.9,1.5327653884887695,1
72.97,42.35,1009.91,1.5356512069702148,1
72.97,42.35,1009.91,1.5395622253417969,1
72.95,42.35,1009.91,1.533449411392212,1
72.97,42.35,1009.91,1.5327661037445068,1
72.95,42.33,1009.91,1.5435893535614014,1
72.97,42.34,1009.89,1.527799129486084,1
72.97,42.32,1009.9,1.2392632961273191,1
72.95,42.32,1009.91,1.5274629592895508,1
72.95,42.4,1009.91,1.5404350757598877,1
72.95,42.41,1009.88,1.5362837314605713,1
72.93,42.47,1009.87,1.5327284336090088,1
72.95,42.43,1009.87,1.5397775173187256,1
72.97,42.41,1009.89,1.5327272415161133,1
72.97,43.05,1009.89,0.0,1
72.97,43.05,1009.89,0.0471832752227783,1
72.97,43.02,1009.89,0.0409381389617919,1
72.97,43.02,1009.89,0.0450944900512695,1
72.97,43.05,1009.86,0.6373550891876221,1
72.95,43.07,1009.91,1.539201021194458,1
72.95,43.1,1009.86,1.5329694747924805,1
72.93,43.12,1009.86,1.5430927276611328,1
72.93,43.12,1009.88,1.5298824310302734,1
72.93,43.13,1009.87,1.5327801704406738,1
72.93,43.14,1009.88,1.5436551570892334,1
72.93,43.11,1009.86,1.535412073135376,1
72.95,43.11,1009.88,1.2266640663146973,1
72.99,43.1,1009.88,1.5389013290405271,1
72.99,43.11,1009.88,1.533747911453247,1
73.0,43.09,1009.87,1.5305290222167969,1
73.02,43.08,1009.87,1.539200782775879,1
73.0,43.1,1009.86,1.5369160175323486,1
73.0,43.11,1009.86,1.5381731986999512,1
72.99,43.11,1009.87,1.533353328704834,1
72.99,43.11,1009.83,1.5305311679840088,1
72.97,43.09,1009.89,1.2333698272705078,1
72.99,43.09,1009.88,1.547304630279541,1
73.0,43.08,1009.88,1.5258424282073977,1
72.99,43.05,1009.87,1.5385260581970217,1
72.99,43.06,1009.88,1.5343294143676758,1
72.99,43.1,1009.9,1.5356545448303225,1
72.99,43.11,1009.89,1.5370206832885742,1
72.99,43.12,1009.89,1.2545511722564695,1
73.0,43.1,1009.91,1.511845588684082,1
73.04,43.06,1009.91,1.539365530014038,1
73.04,43.0,1009.9,1.5455973148345947,1
73.02,42.98,1009.89,1.524503231048584,1
73.0,42.97,1009.89,1.5315179824829102,1
73.0,42.95,1009.9,1.5330634117126465,1
72.99,42.96,1009.87,1.540604591369629,1
72.95,43.1,1009.88,6.541254281997681,1
72.95,43.1,1009.88,0.0420448780059814,1
72.93,43.12,1009.9,0.050807237625122,1
72.93,43.12,1009.9,0.0341339111328125,1
72.95,43.1,1009.91,0.7039237022399902,1
72.97,43.08,1009.89,1.638505220413208,1
72.99,43.05,1009.91,1.5372803211212158,1
72.99,43.03,1009.87,1.229173183441162,1
72.99,43.0,1009.9,1.5413188934326172,1
72.99,42.99,1009.89,1.529802322387695,1
72.99,42.99,1009.91,1.5418894290924072,1
72.99,42.99,1009.88,1.525275468826294,1
72.97,42.99,1009.87,1.5365848541259766,1
72.97,43.0,1009.88,1.5448451042175293,1
72.97,42.99,1009.9,1.5298569202423096,1
72.97,43.0,1009.88,1.529087781906128,1
72.99,43.0,1009.88,1.233557939529419,1
73.02,43.0,1009.9,1.5395193099975586,1
73.06,42.97,1009.85,1.536881685256958,1
73.08,42.95,1009.89,1.5420429706573486,1
73.11,42.92,1009.87,1.5309195518493652,1
73.15,42.87,1009.87,1.5364584922790527,1
73.22,42.83,1009.88,1.5356192588806152,1
73.24,42.78,1009.88,1.5374712944030762,1
